# SPEC_060 CBP coverage audit,2026-05-17T02:31:31.919901+00:00
# verdict,NO
# verdict: NO
# NAICS-4 × MSA is NOT feasible. Fall back to NAICS × state for the structural-density section (SPEC_061 §3); intake (SPEC_064) becomes NAICS × state with optional county/MSA narrowing for other sections.
"# census_business_patterns NAICS digit coverage: 2d=661, 3d=3236, 4d=10059, 5d=21005, 6d=28408"
"# census_cbp grain breakdown: county/6d: n=7160, counties=2792, states=55"
"# MSA coverage in census_cbp county rows: 359/393 MSAs ≥90% covered, 386/393 ≥50%"

section,naics_code,table,states_covered,counties_covered,years_covered,sum_establishments
msa_coverage,22180,"Fayetteville, NC",2,2,100.0
msa_coverage,22220,"Fayetteville-Springdale-Rogers, AR",3,3,100.0
msa_coverage,22380,"Flagstaff, AZ",1,1,100.0
msa_coverage,22420,"Flint, MI",1,1,100.0
msa_coverage,22500,"Florence, SC",2,2,100.0
msa_coverage,22520,"Florence-Muscle Shoals, AL",2,2,100.0
msa_coverage,22540,"Fond du Lac, WI",1,1,100.0
msa_coverage,22660,"Fort Collins-Loveland, CO",1,1,100.0
msa_coverage,22900,"Fort Smith, AR-OK",3,3,100.0
msa_coverage,23060,"Fort Wayne, IN",3,3,100.0
msa_coverage,23420,"Fresno, CA",2,2,100.0
msa_coverage,23460,"Gadsden, AL",1,1,100.0
msa_coverage,23540,"Gainesville, FL",3,3,100.0
msa_coverage,23580,"Gainesville, GA",1,1,100.0
msa_coverage,23900,"Gettysburg, PA",1,1,100.0
msa_coverage,24020,"Glens Falls, NY",2,2,100.0
msa_coverage,24140,"Goldsboro, NC",1,1,100.0
msa_coverage,24220,"Grand Forks, ND-MN",2,2,100.0
msa_coverage,24260,"Grand Island, NE",3,3,100.0
msa_coverage,24300,"Grand Junction, CO",1,1,100.0
msa_coverage,24340,"Grand Rapids-Wyoming-Kentwood, MI",5,5,100.0
msa_coverage,24420,"Grants Pass, OR",1,1,100.0
msa_coverage,24500,"Great Falls, MT",1,1,100.0
msa_coverage,24540,"Greeley, CO",1,1,100.0
msa_coverage,24580,"Green Bay, WI",3,3,100.0
msa_coverage,24660,"Greensboro-High Point, NC",3,3,100.0
msa_coverage,24780,"Greenville, NC",1,1,100.0
msa_coverage,24860,"Greenville-Anderson-Greer, SC",4,4,100.0
msa_coverage,25020,"Guayama, PR",3,3,100.0
msa_coverage,25060,"Gulfport-Biloxi, MS",4,4,100.0
msa_coverage,25180,"Hagerstown-Martinsburg, MD-WV",3,3,100.0
msa_coverage,25220,"Hammond, LA",1,1,100.0
msa_coverage,25260,"Hanford-Corcoran, CA",1,1,100.0
msa_coverage,25420,"Harrisburg-Carlisle, PA",3,3,100.0
msa_coverage,25500,"Harrisonburg, VA",2,2,100.0
msa_coverage,25740,"Helena, MT",3,3,100.0
msa_coverage,25860,"Hickory-Lenoir-Morganton, NC",4,4,100.0
msa_coverage,25940,"Hilton Head Island-Bluffton-Port Royal, SC",2,2,100.0
msa_coverage,25980,"Hinesville, GA",2,2,100.0
msa_coverage,26140,"Homosassa Springs, FL",1,1,100.0
msa_coverage,26300,"Hot Springs, AR",1,1,100.0
msa_coverage,26380,"Houma-Bayou Cane-Thibodaux, LA",2,2,100.0
msa_coverage,26420,"Houston-Pasadena-The Woodlands, TX",10,10,100.0
msa_coverage,26580,"Huntington-Ashland, WV-KY-OH",8,8,100.0
msa_coverage,26620,"Huntsville, AL",2,2,100.0
msa_coverage,26900,"Indianapolis-Carmel-Greenwood, IN",11,11,100.0
msa_coverage,26980,"Iowa City, IA",2,2,100.0
msa_coverage,27060,"Ithaca, NY",1,1,100.0
msa_coverage,27100,"Jackson, MI",1,1,100.0
msa_coverage,27140,"Jackson, MS",8,8,100.0
msa_coverage,27180,"Jackson, TN",4,4,100.0
msa_coverage,27260,"Jacksonville, FL",5,5,100.0
msa_coverage,27340,"Jacksonville, NC",1,1,100.0
msa_coverage,27500,"Janesville-Beloit, WI",1,1,100.0
msa_coverage,27620,"Jefferson City, MO",4,4,100.0
msa_coverage,27740,"Johnson City, TN",3,3,100.0
msa_coverage,27780,"Johnstown, PA",1,1,100.0
msa_coverage,27860,"Jonesboro, AR",2,2,100.0
msa_coverage,27900,"Joplin, MO-KS",3,3,100.0
msa_coverage,28020,"Kalamazoo-Portage, MI",1,1,100.0
msa_coverage,28100,"Kankakee, IL",1,1,100.0
msa_coverage,28420,"Kennewick-Richland, WA",2,2,100.0
msa_coverage,28450,"Kenosha, WI",1,1,100.0
msa_coverage,28660,"Killeen-Temple, TX",3,3,100.0
msa_coverage,28700,"Kingsport-Bristol, TN-VA",5,5,100.0
msa_coverage,28740,"Kingston, NY",1,1,100.0
msa_coverage,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",2,2,100.0
msa_coverage,28940,"Knoxville, TN",9,9,100.0
msa_coverage,29020,"Kokomo, IN",1,1,100.0
msa_coverage,29100,"La Crosse-Onalaska, WI-MN",3,3,100.0
msa_coverage,29180,"Lafayette, LA",4,4,100.0
msa_coverage,29200,"Lafayette-West Lafayette, IN",4,4,100.0
msa_coverage,29340,"Lake Charles, LA",3,3,100.0
msa_coverage,29420,"Lake Havasu City-Kingman, AZ",1,1,100.0
msa_coverage,29460,"Lakeland-Winter Haven, FL",1,1,100.0
msa_coverage,29540,"Lancaster, PA",1,1,100.0
msa_coverage,29620,"Lansing-East Lansing, MI",3,3,100.0
msa_coverage,29700,"Laredo, TX",1,1,100.0
msa_coverage,29740,"Las Cruces, NM",1,1,100.0
msa_coverage,29820,"Las Vegas-Henderson-North Las Vegas, NV",1,1,100.0
msa_coverage,29940,"Lawrence, KS",1,1,100.0
msa_coverage,30140,"Lebanon, PA",1,1,100.0
msa_coverage,30300,"Lewiston, ID-WA",2,2,100.0
msa_coverage,30340,"Lewiston-Auburn, ME",1,1,100.0
msa_coverage,30460,"Lexington-Fayette, KY",6,6,100.0
msa_coverage,30500,"Lexington Park, MD",2,2,100.0
msa_coverage,30620,"Lima, OH",1,1,100.0
msa_coverage,30700,"Lincoln, NE",2,2,100.0
msa_coverage,30860,"Logan, UT-ID",2,2,100.0
msa_coverage,30980,"Longview, TX",4,4,100.0
msa_coverage,31020,"Longview-Kelso, WA",1,1,100.0
msa_coverage,31080,"Los Angeles-Long Beach-Anaheim, CA",2,2,100.0
msa_coverage,31140,"Louisville/Jefferson County, KY-IN",12,12,100.0
msa_coverage,31340,"Lynchburg, VA",5,5,100.0
msa_coverage,31540,"Madison, WI",4,4,100.0
msa_coverage,31700,"Manchester-Nashua, NH",1,1,100.0
msa_coverage,31740,"Manhattan, KS",3,3,100.0
msa_coverage,31860,"Mankato, MN",2,2,100.0
msa_coverage,31900,"Mansfield, OH",1,1,100.0
msa_coverage,32420,"Mayagüez, PR",6,6,100.0
msa_coverage,32580,"McAllen-Edinburg-Mission, TX",1,1,100.0
msa_coverage,32780,"Medford, OR",1,1,100.0
msa_coverage,32900,"Merced, CA",1,1,100.0
msa_coverage,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",3,3,100.0
msa_coverage,33140,"Michigan City-La Porte, IN",1,1,100.0
msa_coverage,33220,"Midland, MI",1,1,100.0
msa_coverage,33340,"Milwaukee-Waukesha, WI",4,4,100.0
msa_coverage,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15,15,100.0
msa_coverage,33540,"Missoula, MT",2,2,100.0
msa_coverage,33660,"Mobile, AL",1,1,100.0
msa_coverage,33700,"Modesto, CA",1,1,100.0
msa_coverage,33740,"Monroe, LA",4,4,100.0
msa_coverage,33780,"Monroe, MI",1,1,100.0
msa_coverage,34060,"Morgantown, WV",2,2,100.0
msa_coverage,34100,"Morristown, TN",2,2,100.0
msa_coverage,34580,"Mount Vernon-Anacortes, WA",1,1,100.0
msa_coverage,34620,"Muncie, IN",1,1,100.0
msa_coverage,34740,"Muskegon-Norton Shores, MI",1,1,100.0
msa_coverage,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",1,1,100.0
msa_coverage,34900,"Napa, CA",1,1,100.0
msa_coverage,34940,"Naples-Marco Island, FL",1,1,100.0
msa_coverage,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",14,14,100.0
msa_coverage,35380,"New Orleans-Metairie, LA",7,7,100.0
msa_coverage,35620,"New York-Newark-Jersey City, NY-NJ",22,22,100.0
msa_coverage,35660,"Niles, MI",1,1,100.0
msa_coverage,35840,"North Port-Bradenton-Sarasota, FL",2,2,100.0
msa_coverage,36100,"Ocala, FL",1,1,100.0
msa_coverage,36220,"Odessa, TX",1,1,100.0
msa_coverage,36260,"Ogden, UT",3,3,100.0
msa_coverage,36420,"Oklahoma City, OK",7,7,100.0
msa_coverage,36500,"Olympia-Lacey-Tumwater, WA",1,1,100.0
msa_coverage,36540,"Omaha, NE-IA",8,8,100.0
msa_coverage,36740,"Orlando-Kissimmee-Sanford, FL",4,4,100.0
msa_coverage,36780,"Oshkosh-Neenah, WI",1,1,100.0
msa_coverage,36980,"Owensboro, KY",2,2,100.0
msa_coverage,37100,"Oxnard-Thousand Oaks-Ventura, CA",1,1,100.0
msa_coverage,37340,"Palm Bay-Melbourne-Titusville, FL",1,1,100.0
msa_coverage,37460,"Panama City-Panama City Beach, FL",2,2,100.0
msa_coverage,37860,"Pensacola-Ferry Pass-Brent, FL",2,2,100.0
msa_coverage,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",11,11,100.0
msa_coverage,38060,"Phoenix-Mesa-Chandler, AZ",2,2,100.0
msa_coverage,38240,"Pinehurst-Southern Pines, NC",1,1,100.0
msa_coverage,38300,"Pittsburgh, PA",8,8,100.0
msa_coverage,38340,"Pittsfield, MA",1,1,100.0
msa_coverage,38540,"Pocatello, ID",1,1,100.0
msa_coverage,38660,"Ponce, PR",6,6,100.0
msa_coverage,38860,"Portland-South Portland, ME",3,3,100.0
msa_coverage,38900,"Portland-Vancouver-Hillsboro, OR-WA",7,7,100.0
msa_coverage,38940,"Port St. Lucie, FL",2,2,100.0
msa_coverage,39150,"Prescott Valley-Prescott, AZ",1,1,100.0
msa_coverage,39300,"Providence-Warwick, RI-MA",6,6,100.0
msa_coverage,39340,"Provo-Orem-Lehi, UT",2,2,100.0
msa_coverage,39380,"Pueblo, CO",1,1,100.0
msa_coverage,39460,"Punta Gorda, FL",1,1,100.0
msa_coverage,39540,"Racine-Mount Pleasant, WI",1,1,100.0
msa_coverage,39580,"Raleigh-Cary, NC",3,3,100.0
msa_coverage,39660,"Rapid City, SD",3,3,100.0
msa_coverage,39740,"Reading, PA",1,1,100.0
msa_coverage,39820,"Redding, CA",1,1,100.0
msa_coverage,40140,"Riverside-San Bernardino-Ontario, CA",2,2,100.0
msa_coverage,40340,"Rochester, MN",4,4,100.0
msa_coverage,40380,"Rochester, NY",5,5,100.0
msa_coverage,40420,"Rockford, IL",2,2,100.0
msa_coverage,40580,"Rocky Mount, NC",2,2,100.0
msa_coverage,40660,"Rome, GA",1,1,100.0
msa_coverage,40900,"Sacramento-Roseville-Folsom, CA",4,4,100.0
msa_coverage,40980,"Saginaw, MI",1,1,100.0
msa_coverage,41060,"St. Cloud, MN",2,2,100.0
msa_coverage,41100,"St. George, UT",1,1,100.0
msa_coverage,41140,"St. Joseph, MO-KS",4,4,100.0
msa_coverage,41420,"Salem, OR",2,2,100.0
msa_coverage,41500,"Salinas, CA",1,1,100.0
msa_coverage,41540,"Salisbury, MD",2,2,100.0
msa_coverage,41620,"Salt Lake City-Murray, UT",2,2,100.0
msa_coverage,41700,"San Antonio-New Braunfels, TX",8,8,100.0
msa_coverage,41740,"San Diego-Chula Vista-Carlsbad, CA",1,1,100.0
msa_coverage,41780,"Sandusky, OH",2,2,100.0
msa_coverage,41860,"San Francisco-Oakland-Fremont, CA",5,5,100.0
msa_coverage,41940,"San Jose-Sunnyvale-Santa Clara, CA",2,2,100.0
msa_coverage,42020,"San Luis Obispo-Paso Robles, CA",1,1,100.0
msa_coverage,42100,"Santa Cruz-Watsonville, CA",1,1,100.0
msa_coverage,42140,"Santa Fe, NM",1,1,100.0
msa_coverage,42200,"Santa Maria-Santa Barbara, CA",1,1,100.0
msa_coverage,42220,"Santa Rosa-Petaluma, CA",1,1,100.0
msa_coverage,42340,"Savannah, GA",3,3,100.0
msa_coverage,42540,"Scranton--Wilkes-Barre, PA",3,3,100.0
msa_coverage,42660,"Seattle-Tacoma-Bellevue, WA",3,3,100.0
msa_coverage,42680,"Sebastian-Vero Beach-West Vero Corridor, FL",1,1,100.0
msa_coverage,42700,"Sebring, FL",1,1,100.0
msa_coverage,43100,"Sheboygan, WI",1,1,100.0
msa_coverage,43300,"Sherman-Denison, TX",1,1,100.0
msa_coverage,43340,"Shreveport-Bossier City, LA",3,3,100.0
msa_coverage,43420,"Sierra Vista-Douglas, AZ",1,1,100.0
msa_coverage,43580,"Sioux City, IA-NE-SD",3,3,100.0
msa_coverage,43620,"Sioux Falls, SD-MN",5,5,100.0
msa_coverage,43640,"Slidell-Mandeville-Covington, LA",1,1,100.0
msa_coverage,43780,"South Bend-Mishawaka, IN-MI",2,2,100.0
msa_coverage,43900,"Spartanburg, SC",2,2,100.0
msa_coverage,44060,"Spokane-Spokane Valley, WA",2,2,100.0
msa_coverage,44100,"Springfield, IL",2,2,100.0
msa_coverage,44140,"Springfield, MA",1,1,100.0
msa_coverage,44180,"Springfield, MO",5,5,100.0
msa_coverage,44220,"Springfield, OH",1,1,100.0
msa_coverage,44300,"State College, PA",1,1,100.0
msa_coverage,44420,"Staunton-Stuarts Draft, VA",3,3,100.0
msa_coverage,44700,"Stockton-Lodi, CA",1,1,100.0
msa_coverage,44940,"Sumter, SC",1,1,100.0
msa_coverage,45060,"Syracuse, NY",3,3,100.0
msa_coverage,45220,"Tallahassee, FL",4,4,100.0
msa_coverage,45300,"Tampa-St. Petersburg-Clearwater, FL",4,4,100.0
msa_coverage,45460,"Terre Haute, IN",4,4,100.0
msa_coverage,45500,"Texarkana, TX-AR",3,3,100.0
msa_coverage,45780,"Toledo, OH",3,3,100.0
msa_coverage,45820,"Topeka, KS",5,5,100.0
msa_coverage,45900,"Traverse City, MI",4,4,100.0
msa_coverage,45940,"Trenton-Princeton, NJ",1,1,100.0
msa_coverage,46060,"Tucson, AZ",1,1,100.0
msa_coverage,46140,"Tulsa, OK",7,7,100.0
msa_coverage,46300,"Twin Falls, ID",2,2,100.0
msa_coverage,46340,"Tyler, TX",1,1,100.0
msa_coverage,46520,"Urban Honolulu, HI",1,1,100.0
msa_coverage,46540,"Utica-Rome, NY",2,2,100.0
msa_coverage,46700,"Vallejo, CA",1,1,100.0
msa_coverage,47020,"Victoria, TX",2,2,100.0
msa_coverage,47220,"Vineland, NJ",1,1,100.0
msa_coverage,47300,"Visalia, CA",1,1,100.0
msa_coverage,47380,"Waco, TX",3,3,100.0
msa_coverage,47460,"Walla Walla, WA",1,1,100.0
msa_coverage,47580,"Warner Robins, GA",2,2,100.0
msa_coverage,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",23,23,100.0
msa_coverage,47940,"Waterloo-Cedar Falls, IA",3,3,100.0
msa_coverage,48060,"Watertown-Fort Drum, NY",1,1,100.0
msa_coverage,48140,"Wausau, WI",1,1,100.0
msa_coverage,48260,"Weirton-Steubenville, WV-OH",3,3,100.0
msa_coverage,48300,"Wenatchee-East Wenatchee, WA",2,2,100.0
msa_coverage,48540,"Wheeling, WV-OH",3,3,100.0
msa_coverage,48620,"Wichita, KS",4,4,100.0
msa_coverage,48660,"Wichita Falls, TX",3,3,100.0
msa_coverage,48680,"Wildwood-The Villages, FL",1,1,100.0
msa_coverage,48700,"Williamsport, PA",1,1,100.0
msa_coverage,48900,"Wilmington, NC",3,3,100.0
msa_coverage,49020,"Winchester, VA-WV",3,3,100.0
msa_coverage,49180,"Winston-Salem, NC",5,5,100.0
msa_coverage,49340,"Worcester, MA",1,1,100.0
msa_coverage,49420,"Yakima, WA",1,1,100.0
msa_coverage,49620,"York-Hanover, PA",1,1,100.0
msa_coverage,49660,"Youngstown-Warren, OH",2,2,100.0
msa_coverage,49700,"Yuba City, CA",2,2,100.0
msa_coverage,49740,"Yuma, AZ",1,1,100.0
msa_coverage,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",18,17,94.4
msa_coverage,41180,"St. Louis, MO-IL",15,14,93.3
msa_coverage,28140,"Kansas City, MO-KS",14,13,92.9
msa_coverage,41980,"San Juan-Bayamón-Caguas, PR",40,37,92.5
msa_coverage,19740,"Denver-Aurora-Centennial, CO",10,9,90.0
msa_coverage,32820,"Memphis, TN-MS-AR",9,8,88.9
msa_coverage,40060,"Richmond, VA",17,15,88.2
msa_coverage,17140,"Cincinnati, OH-KY-IN",15,13,86.7
msa_coverage,30780,"Little Rock-North Little Rock-Conway, AR",6,5,83.3
msa_coverage,40220,"Roanoke, VA",6,5,83.3
msa_coverage,14260,"Boise City, ID",5,4,80.0
msa_coverage,31420,"Macon-Bibb County, GA",5,4,80.0
msa_coverage,37140,"Paducah, KY-IL",5,4,80.0
msa_coverage,37900,"Peoria, IL",5,4,80.0
msa_coverage,10500,"Albany, GA",4,3,75.0
msa_coverage,33860,"Montgomery, AL",4,3,75.0
msa_coverage,46220,"Tuscaloosa, AL",4,3,75.0
msa_coverage,46660,"Valdosta, GA",4,3,75.0
msa_coverage,13900,"Bismarck, ND",3,2,66.7
msa_coverage,16020,"Cape Girardeau, MO-IL",3,2,66.7
msa_coverage,16620,"Charleston, WV",3,2,66.7
msa_coverage,25620,"Hattiesburg, MS",3,2,66.7
msa_coverage,26820,"Idaho Falls, ID",3,2,66.7
msa_coverage,33500,"Minot, ND",3,2,66.7
msa_coverage,39900,"Reno, NV",3,2,66.7
msa_coverage,21340,"El Paso, TX",2,1,50.0
msa_coverage,27980,"Kahului-Wailuku, HI",2,1,50.0
msa_coverage,30020,"Lawton, OK",2,1,50.0
msa_coverage,31180,"Lubbock, TX",6,3,50.0
msa_coverage,33260,"Midland, TX",2,1,50.0
msa_coverage,37620,"Parkersburg-Vienna, WV",2,1,50.0
msa_coverage,41660,"San Angelo, TX",2,1,50.0
msa_coverage,17980,"Columbus, GA-AL",7,3,42.9
msa_coverage,11100,"Amarillo, TX",5,2,40.0
msa_coverage,14860,"Bridgeport-Stamford-Danbury, CT",2,0,0.0
msa_coverage,25540,"Hartford-West Hartford-East Hartford, CT",2,0,0.0
msa_coverage,35300,"New Haven, CT",1,0,0.0
msa_coverage,35980,"Norwich-New London-Willimantic, CT",1,0,0.0
msa_coverage,47930,"Waterbury-Shelton, CT",1,0,0.0
